14639810_1766968980229123_2926074727171094949_n.png,Aranha,0.26294159010180773,0.019833513435260686,0.24756267805533597,0.053006064867715565,0.0,0.376936405923899,0.023338520958176952,0.15635611579607012,0.043772523512349476,0.0,81.49538542674475,0.004799345773292275
14900619_1766968860229135_4360548650556232129_n.png,Aranha,0.329870085328622,0.13364283289127188,0.20675659698706544,0.019526237145117344,0.0,0.417394226742234,0.1044333338503868,0.19893393447736252,2.9884855410037794E-4,0.0,100.55021241680598,0.04008646615893687
14907203_1766968966895791_2668220095245639531_n.png,Aranha,0.4104317965209846,0.022701701230725617,0.31010956056855593,0.00951481058275468,0.0,0.5456905659336491,0.00328471443073142,0.2903440894683647,0.00172277401775512,0.0,94.3691790454625,0.15627490620046824
m15.png,Aranha,0.5446398737042856,1.1866045530456184E-4,0.03546461988153348,0.06571152324865957,3.603761975916322E-4,0.6237732473668743,4.3948316779467345E-4,0.03784112080272083,0.024698954030060647,0.0011250769095543641,79.01101637807184,0.2755122908791455
m16.png,Aranha,0.3417529001579931,0.011805982830857927,0.20107969811812632,0.06695965544519644,0.0,0.3771592152725974,0.001458394731717077,0.22658559494816533,0.03698690340159972,0.0,81.97998593655592,0.22279421674614464
m17.png,Aranha,0.20785770052063318,0.015654045744162917,0.26686209018186874,0.06205941812428584,0.0024567109079722247,0.43285327983697397,0.05619214548787588,0.16953254502117582,0.035422343324250684,0.005150742726553573,74.27181887434983,0.12078429649083013
m18.png,Aranha,0.2599265287550933,0.009307564108530194,0.2715128734099063,0.07264656763645952,9.668629691482816E-5,0.2909313768576567,0.0010653761372704134,0.3142347391624026,0.011883624857167971,3.8674518765931265E-4,91.48715390700615,0.18228034889789835
m19.png,Aranha,0.24798551256664056,0.03237641474800064,0.14081273363704436,0.16754416805836336,1.538191087281357E-4,0.4083330144925736,0.0033258017982618054,0.15745540969309735,0.10609123670563417,6.152764349125428E-4,60.90727198149526,0.10078245238500079
m20.png,Aranha,0.2312873065196453,0.09619317956592352,0.4582114241495746,0.013707480003515866,1.010811285927749E-4,0.4661847173605376,0.08142688982070698,0.3088276829584896,2.9884855410037794E-4,4.043245143710996E-4,126.58212914936149,0.5568913201212002
m21.png,Aranha,0.1979911310573329,0.0065460414630826086,0.38629379535951786,0.05257976619495473,0.0011646303946558846,0.3400663533410235,0.0044859684227035335,0.32640542408399414,0.028179660718994463,0.0046585215786235385,108.12514869176937,0.237643594662031
